City,Bedroom,Region,Price,RateperSqft,CarpetArea,TransactionType
Mumbai,1.0,Magathane Mumbai,115.0,25669.64,448.0,Resale
Mumbai,3.0,Worli Mumbai,1260.0,104477.61,1206.0,Resale
Mumbai,2.0,Kandivali West Mumbai,160.0,24615.38,650.0,Resale
Mumbai,3.0,Lokhandwala Complex Andheri West Mumbai,450.0,47368.42,950.0,Resale
Mumbai,2.0,Magathane Mumbai,185.0,28906.25,640.0,Resale
Mumbai,2.0,Kandivali West Mumbai,150.0,23076.92,650.0,Resale
Mumbai,1.0,Ghatkopar West Mumbai,245.23,68118.94,360.0,Resale
Mumbai,2.0,Borivali West Mumbai,280.0,33333.33,840.0,Resale
Mumbai,1.0,Naigaon East Mumbai,245.23,43790.74,560.0,Resale
Mumbai,2.0,Chembur Mumbai,280.0,23333.33,1200.0,Resale
Mumbai,2.0,Sewri West Mumbai,315.0,45323.74,695.0,Resale
Mumbai,2.0,Nalasopara West Mumbai,245.23,26655.24,920.0,Resale
Mumbai,2.0,Andheri West Mumbai,187.0,28992.25,645.0,Resale
Mumbai,4.0,Lower Parel West Mumbai,1000.0,52493.44,1905.0,Resale
Mumbai,2.0,Matunga East Mumbai,345.0,46000.0,750.0,Resale
Mumbai,3.0,DN Nagar Mumbai,400.0,36199.1,1105.0,Resale
Mumbai,4.0,Khar Danda Mumbai,1800.0,65217.39,2760.0,Resale
Mumbai,4.0,Bandra East Mumbai,520.0,36440.08,1427.0,Resale
Mumbai,1.0,Powai Mumbai,190.0,50000.0,380.0,Resale
Mumbai,2.0,IC Colony Mumbai,260.0,34666.67,750.0,Resale
Mumbai,2.0,Worli Naka Mumbai,750.0,89605.73,837.0,Resale
Mumbai,2.0,Mulund West Mumbai,180.0,23872.68,754.0,Resale
Mumbai,3.0,Mulund West Mumbai,335.0,34358.97,975.0,New Property
Mumbai,2.0,Worli Mumbai,463.0,53402.54,867.0,Resale
Mumbai,3.0,Kurar Village Mumbai,350.0,37234.04,940.0,Resale
Mumbai,3.0,Vile Parle East Mumbai,500.0,48309.18,1035.0,New Property
Mumbai,2.0,Parel Mumbai,205.0,33606.56,610.0,Resale
Mumbai,1.0,Virar Mumbai,245.23,37727.41,650.0,Resale
Mumbai,2.0,Dadar West Mumbai,245.0,46666.67,525.0,Resale
Mumbai,2.0,Malad East Mumbai,148.0,31027.25,477.0,New Property
Mumbai,2.0,Vikhroli West Mumbai,175.0,30068.73,582.0,Resale
Mumbai,3.0,Vile Parle East Mumbai,375.0,44117.65,850.0,New Property
Mumbai,3.0,Wadala Mumbai,435.0,35137.32,1238.0,Resale
Mumbai,4.0,Vinay Nagar Mumbai,195.0,16250.0,1200.0,Resale
Mumbai,3.0,Motilal Nagar 1 Mumbai,550.0,37931.03,1450.0,Resale
Mumbai,2.0,Kandivali East Mumbai,250.0,35211.27,710.0,Resale
Mumbai,1.0,Parel Mumbai,145.0,38359.79,378.0,Resale
Mumbai,2.0,Mulund West Mumbai,159.0,23177.84,686.0,Resale
Mumbai,1.0,Kokan Nagar Bhandup West Mumbai,245.23,68118.94,360.0,Resale
Mumbai,3.0,Lower Parel Mumbai,725.0,24386.14,2973.0,Resale
Mumbai,2.0,Film City Road Mumbai,148.0,16444.44,900.0,Resale
Mumbai,3.0,Ghatkopar East Mumbai,375.0,30000.0,1250.0,Resale
Mumbai,1.0,Parel Mumbai,133.0,21626.02,615.0,Resale
Mumbai,4.0,Gorai 2 Mumbai,210.0,11666.67,1800.0,Resale
Mumbai,1.0,Naigaon East Mumbai,245.23,39552.93,620.0,Resale
Mumbai,2.0,Lokhandwala Township Kandivali East Mumbai,225.0,29411.76,765.0,Resale
Mumbai,2.0,Malad West Mumbai,245.0,30625.0,800.0,Resale
Mumbai,4.0,Kandivali West Mumbai,370.0,15040.65,2460.0,Resale
Mumbai,2.0,Shell Colony Mumbai,170.0,26941.36,631.0,Resale
Mumbai,2.0,Virar West Mumbai,245.23,47341.34,518.0,Resale
Mumbai,1.0,Andheri East Mumbai,245.23,66457.5,369.0,Resale
Mumbai,1.0,Virar West Mumbai,245.23,37727.41,650.0,Resale
Mumbai,2.0,Mira Road Area Mumbai,115.0,16911.76,680.0,Resale
Mumbai,3.0,Andheri West Mumbai,430.0,35833.33,1200.0,New Property
Mumbai,4.0,Andheri West Mumbai,2100.0,35000.0,6000.0,New Property
Mumbai,2.0,Kandivali East Mumbai,260.0,35230.35,738.0,Resale
Mumbai,1.0,Lokhandwala Complex Andheri West Mumbai,170.0,36956.52,460.0,Resale
Mumbai,4.0,Borivali East Mumbai,700.0,52552.55,1332.0,Resale
Mumbai,3.0,LIC Housing Colony Mulund East Mumbai,280.0,32558.14,860.0,New Property
Mumbai,2.0,Deonar Govandi East Mumbai,285.0,38000.0,750.0,Resale
Mumbai,2.0,Mulund East Mumbai,250.0,30487.8,820.0,Resale
Mumbai,3.0,Goregaon East Mumbai,690.0,63829.79,1081.0,Resale
Mumbai,4.0,Bandra West Mumbai,1600.0,64646.46,2475.0,Resale
Mumbai,1.0,Mahajan Wadi Mumbai,245.23,49045.63,500.0,Resale
Mumbai,6.0,Goregaon West Mumbai,640.0,24615.38,2600.0,Resale
Mumbai,2.0,Lokhandwala Complex Andheri West Mumbai,250.0,34482.76,725.0,Resale
Mumbai,2.0,Dindoshi Mumbai,197.0,27982.95,704.0,New Property
Mumbai,3.0,Malad East Mumbai,215.0,32282.28,666.0,Resale
Mumbai,2.0,Bandra West Mumbai,410.0,62121.21,660.0,Resale
Mumbai,2.0,Kalina Mumbai,180.0,32432.43,555.0,Resale
Mumbai,1.0,Kandivali West Mumbai,117.0,28888.89,405.0,Resale
Mumbai,1.0,grid Residency Mumbai,100.0,22222.22,450.0,Resale
Mumbai,1.0,Vrindavan society Borivali east Mumbai,135.0,24545.45,550.0,Resale
Mumbai,2.0,Goregaon West Mumbai,275.0,31214.53,881.0,New Property
Mumbai,2.0,Railway Colony Santacruz West Mumbai,325.0,40625.0,800.0,Resale
Mumbai,2.0,Bhakti Park Mumbai,200.0,26666.67,750.0,Resale
Mumbai,3.0,Worli Mumbai,987.0,46556.6,2120.0,Resale
Mumbai,4.0,Powai Mumbai,950.0,48272.36,1968.0,Resale
Mumbai,2.0,Cuffe Parade Mumbai,630.0,60576.92,1040.0,Resale
Mumbai,1.0,Goregaon East Mumbai,115.0,25555.56,450.0,Resale
Mumbai,2.0,Malad East Mumbai,230.0,31463.75,731.0,Resale
Mumbai,1.0,Kandivali West Mumbai,100.0,21008.4,476.0,Resale
Mumbai,2.0,Mindspace Mumbai,285.0,25909.09,1100.0,Resale
Mumbai,1.0,Agripada Mumbai,120.0,30000.0,400.0,Resale
Mumbai,2.0,Kandivali West Mumbai,225.0,39964.48,563.0,Resale
Mumbai,1.0,Mulund West Mumbai,115.0,25164.11,457.0,Resale
Mumbai,1.0,Mira Road Area Mumbai,245.23,57700.75,425.0,Resale
Mumbai,2.0,Ghatkopar East Mumbai,240.0,34285.71,700.0,Resale
Mumbai,3.0,Khar West Mumbai,700.0,66666.67,1050.0,Resale
Mumbai,1.0,Virar Mumbai,245.23,62879.02,390.0,Resale
Mumbai,3.0,Marol Mumbai,195.0,26000.0,750.0,Resale
Mumbai,3.0,Mulund West Mumbai,249.0,27728.29,898.0,New Property
Mumbai,1.0,Dindoshi Mumbai,145.0,30208.33,480.0,Resale
Mumbai,1.0,Ghatkopar West Mumbai,245.23,65394.18,375.0,Resale
Mumbai,3.0,Unnat Nagar Goregaon West Mumbai,410.0,32800.0,1250.0,Resale
Mumbai,1.0,Siddharth Nagar Goregaon West Mumbai,115.0,25555.56,450.0,Resale
Mumbai,1.0,Nahur West Mumbai,245.23,60700.04,404.0,Resale
Mumbai,1.0,Mhatre Wadi Dahisar West Mumbai,245.23,67185.8,365.0,Resale
Mumbai,2.0,Chembur Mumbai,185.0,20000.0,925.0,Resale
Mumbai,2.0,Devidas Road Mumbai,200.0,29411.76,680.0,Resale
Mumbai,1.0,Bhayandar East Mumbai,245.23,50562.51,485.0,Resale
Mumbai,1.0,Bhandup West Mumbai,245.23,55481.49,442.0,Resale
Mumbai,1.0,Goregaon West Mumbai,100.0,22727.27,440.0,New Property
Mumbai,2.0,Byculla Mumbai,400.0,46511.63,860.0,Resale
Mumbai,1.0,Jacob Circle Mumbai,260.0,50980.39,510.0,Resale
Mumbai,1.0,Gokuldham Colony Goregaon East Mumbai,100.0,22222.22,450.0,Resale
Mumbai,3.0,Agripada Mumbai,525.0,42000.0,1250.0,Resale
Mumbai,2.0,Goregaon East Mumbai,175.0,27343.75,640.0,Resale
Mumbai,3.0,Andheri East Mumbai,400.0,44893.38,891.0,Resale
Mumbai,1.0,Gokuldham Colony Goregaon East Mumbai,245.23,56374.29,435.0,Resale
Mumbai,1.0,Andheri West Mumbai,245.23,72125.93,340.0,Resale
Mumbai,2.0,Tardeo Mumbai,450.0,60000.0,750.0,Resale
Mumbai,3.0,Jogeshwari West Mumbai,292.0,31912.57,915.0,Resale
Mumbai,2.0,Sion Mumbai,285.0,38000.0,750.0,Resale
Mumbai,2.0,Dahisar East Mumbai,135.0,23478.26,575.0,Resale
Mumbai,1.0,Nalasopara West Mumbai,245.23,43790.74,560.0,Resale
Mumbai,1.0,Andheri East Mumbai,145.0,35194.17,412.0,Resale
Mumbai,2.0,Deonar Govandi East Mumbai,250.0,35211.27,710.0,Resale
Mumbai,1.0,Sion Mumbai,140.0,25454.55,550.0,Resale
Mumbai,2.0,Tilak Nagar Chembur Mumbai,150.0,25000.0,600.0,Resale
Mumbai,1.0,Vile Parle East Mumbai,245.23,108990.3,225.0,Resale
Mumbai,1.0,Kurla East Mumbai,100.0,19379.84,516.0,Resale
Mumbai,3.0,Gulmohar Road Mumbai,575.0,60526.32,950.0,Resale
Mumbai,3.0,Nagpada Mumbai,275.0,35256.41,780.0,Resale
Mumbai,2.0,Nalasopara East Mumbai,245.23,42135.42,582.0,Resale
Mumbai,4.0,Mulund Mumbai,295.0,22709.78,1299.0,Resale
Mumbai,2.0,Somwari Bazar Mumbai,235.0,30921.05,760.0,New Property
Mumbai,2.0,Jawahar Nagar Goregaon West Mumbai,200.0,26666.67,750.0,Resale
Mumbai,2.0,Kandivali Mumbai,207.0,24352.94,850.0,Resale
Mumbai,1.0,Nalasopara West Mumbai,245.23,59811.75,410.0,Resale
Mumbai,2.0,Andheri West Mumbai,255.0,31875.0,800.0,Resale
Mumbai,2.0,Yari Road Mumbai,175.0,25000.0,700.0,Resale
Mumbai,1.0,Mulund East Mumbai,100.0,21739.13,460.0,Resale
Mumbai,1.0,Dahisar East Mumbai,245.23,36330.1,675.0,Resale
Mumbai,4.0,Malad West Mumbai,410.0,34053.16,1204.0,Resale
Mumbai,2.0,Goregaon Mumbai,211.0,32461.54,650.0,Resale
Mumbai,1.0,Amaryllis Mumbai,150.0,40983.61,366.0,Resale
Mumbai,3.0,Andheri West Mumbai,375.0,32608.7,1150.0,Resale
Mumbai,4.0,PentBandra West Mumbai,1500.0,40540.54,3700.0,Resale
Mumbai,2.0,Malad East Mumbai,215.0,29054.05,740.0,Resale
Mumbai,2.0,Mulund West Mumbai,170.0,21683.67,784.0,Resale
Mumbai,2.0,Vile Parle West Mumbai,400.0,53333.33,750.0,Resale
Mumbai,1.0,Malad East Mumbai,245.23,81201.38,302.0,New Property
Mumbai,3.0,Kandivali West Mumbai,280.0,32520.33,861.0,Resale
Mumbai,1.0,Vakola Mumbai,145.0,30271.4,479.0,Resale
Mumbai,3.0,Khar West Mumbai,370.0,41111.11,900.0,Resale
Mumbai,3.0,Worli Mumbai,650.0,46428.57,1400.0,Resale
Mumbai,1.0,Andheri East Mumbai,120.0,30000.0,400.0,Resale
Mumbai,2.0,Kandivali West Mumbai,245.23,42280.72,580.0,Resale
Mumbai,1.0,JB Nagar Mumbai,130.0,27659.57,470.0,Resale
Mumbai,1.0,Mulund West Mumbai,245.23,52737.24,465.0,Resale
Mumbai,1.0,Malad East Mumbai,245.23,39552.93,620.0,Resale
Mumbai,3.0,Borivali East Mumbai,330.0,32770.61,1007.0,Resale
Mumbai,2.0,Mira Road Area Mumbai,120.0,14117.65,850.0,Resale
Mumbai,1.0,Bhandup West Mumbai,245.23,54495.15,450.0,Resale
Mumbai,1.0,Bhandup West Mumbai,245.23,77850.21,315.0,Resale
Mumbai,2.0,Kandivali East Mumbai,300.0,37500.0,800.0,Resale
Mumbai,2.0,Mira Road East Mumbai,149.0,19553.81,762.0,Resale
Mumbai,2.0,Kandivali East Mumbai,199.0,31587.3,630.0,Resale
Mumbai,1.0,Vinay Nagar Mumbai,245.23,68118.94,360.0,New Property
Mumbai,1.0,Prabhadevi Mumbai,195.0,50000.0,390.0,Resale
Mumbai,1.0,Ghatkopar East Mumbai,100.0,24390.24,410.0,New Property
Mumbai,3.0,Royal Palms Estate Mumbai,105.0,12962.96,810.0,Resale
Mumbai,2.0,Raheja Estate Kulupwadi Mumbai,215.0,30196.63,712.0,Resale
Mumbai,2.0,Matunga West Mumbai,230.0,30666.67,750.0,Resale
Mumbai,3.0,Thakur Complex Mumbai,259.0,22521.74,1150.0,Resale
Mumbai,2.0,Orlem Mumbai,220.0,27194.07,809.0,Resale
Mumbai,1.0,Bandra West Mumbai,185.0,37000.0,500.0,Resale
Mumbai,3.0,Hiranandani Gardens Mumbai,1250.0,83333.33,1500.0,Resale
Mumbai,4.0,Andheri East Mumbai,624.0,37841.12,1649.0,Resale
Mumbai,2.0,Mitha Nagar Mumbai,161.0,24393.94,660.0,Resale
Mumbai,2.0,Jawahar Nagar Goregaon West Mumbai,165.0,27004.91,611.0,Resale
Mumbai,3.0,Vile Parle East Mumbai,458.0,48465.61,945.0,Resale
Mumbai,4.0,Hindu Colony Dadar East Mumbai,1200.0,52910.05,2268.0,Resale
Mumbai,1.0,Vasai East Mumbai,245.23,64533.73,380.0,Resale
Mumbai,1.0,Borivali West Mumbai,108.0,22360.25,483.0,Resale
Mumbai,3.0,Ghatkopar East Mumbai,299.0,35176.47,850.0,Resale
Mumbai,4.0,Mahalakshmi Mumbai,1150.0,54761.9,2100.0,New Property
Mumbai,2.0,Ushma Nagar Mumbai,165.0,27408.64,602.0,Resale
Mumbai,1.0,Byculla East Mumbai,150.0,35294.12,425.0,New Property
Mumbai,1.0,Sher E Punjab Society Mumbai,107.0,23777.78,450.0,Resale
Mumbai,1.0,lodha palava Mumbai,245.23,44586.94,550.0,Resale
Mumbai,1.0,Mira Road East Mumbai,245.23,48083.95,510.0,Resale
Mumbai,3.0,Versova Andheri West Mumbai,650.0,36111.11,1800.0,Resale
Mumbai,2.0,Patil Wadi Dadar West Mumbai,310.0,35227.27,880.0,Resale
Mumbai,2.0,Mahim West Mumbai,320.0,43656.21,733.0,Resale
Mumbai,2.0,Chembur Mumbai,200.0,27472.53,728.0,Resale
Mumbai,2.0,Kandivali East Mumbai,190.0,36893.2,515.0,Resale
Mumbai,2.0,Borivali Mumbai,245.23,27866.84,880.0,Resale
Mumbai,1.0,Kurla West Mumbai,125.0,31250.0,400.0,Resale
Mumbai,3.0,Shivaji Park Mumbai,600.0,57142.86,1050.0,New Property
Mumbai,2.0,Bandra West Mumbai,975.0,99693.25,978.0,Resale
Mumbai,3.0,Devipada Mumbai,226.0,22554.89,1002.0,Resale
Mumbai,2.0,Fort Mumbai,295.0,38663.17,763.0,Resale
Mumbai,1.0,Shyam Krupa Mumbai,245.23,57162.74,429.0,Resale
Mumbai,3.0,Kalachowki Abhyudaya Nagar Mumbai,585.0,47445.26,1233.0,Resale
Mumbai,2.0,Lower Parel Mumbai,180.0,33644.86,535.0,Resale
Mumbai,3.0,Mulund West Mumbai,285.0,32571.43,875.0,Resale
Mumbai,1.0,Borivali West Mumbai,245.23,61307.04,400.0,Resale
Mumbai,1.0,Ambernath Mumbai,245.23,43790.74,560.0,Resale
Mumbai,4.0,Ghatkopar East Mumbai,410.0,34166.67,1200.0,Resale
Mumbai,3.0,Vile Parle East Mumbai,415.0,39865.51,1041.0,Resale
Mumbai,1.0,Bhandup West Mumbai,245.23,81742.72,300.0,Resale
Mumbai,5.0,Andheri West Mumbai,800.0,43956.04,1820.0,New Property
Mumbai,1.0,Upper Worli Mumbai,245.23,98091.27,250.0,Resale
Mumbai,1.0,Bhandup Mumbai,245.23,70065.19,350.0,Resale
Mumbai,3.0,Khar West Mumbai,1111.0,60021.61,1851.0,New Property
Mumbai,1.0,Stella Mumbai,245.23,36987.66,663.0,Resale
Mumbai,1.0,Jogeshwari East Mumbai,120.0,30303.03,396.0,Resale
Mumbai,2.0,Parel Mumbai,250.0,30487.8,820.0,Resale
Mumbai,1.0,Bhandup West Mumbai,100.0,18518.52,540.0,Resale
Mumbai,3.0,Sikka Nagar Mumbai,245.23,20782.05,1180.0,Resale
Mumbai,1.0,Bhayandar West Mumbai,245.23,98091.27,250.0,Resale
Mumbai,1.0,Powai Mumbai,125.0,22727.27,550.0,Resale
Mumbai,1.0,Brahmanwadi Mumbai,245.23,40871.36,600.0,Resale
Mumbai,1.0,Gautam Nagar Jogeshwari West Mumbai,245.23,80667.16,304.0,Resale
Mumbai,3.0,Nahur East Mumbai,210.0,20916.33,1004.0,Resale
Mumbai,3.0,Lokhandwala Complex Andheri West Mumbai,350.0,24137.93,1450.0,Resale
Mumbai,2.0,Gokuldham Colony Goregaon East Mumbai,190.0,14728.68,1290.0,Resale
Mumbai,1.0,Santacruz West Mumbai,150.0,28571.43,525.0,Resale
Mumbai,2.0,Milat Nagar Mumbai,245.23,32697.09,750.0,Resale
Mumbai,1.0,Lower Parel Mumbai,215.0,43000.0,500.0,Resale
Mumbai,2.0,Kandivali West Mumbai,185.0,29552.72,626.0,Resale
Mumbai,2.0,Kanjurmarg West Mumbai,175.0,26475.04,661.0,Resale
Mumbai,3.0,Kanjurmarg West Mumbai,350.0,30973.45,1130.0,Resale
Mumbai,2.0,Mulund West Mumbai,214.0,26289.93,814.0,New Property
Mumbai,4.0,Sion East Mumbai,460.0,28571.43,1610.0,Resale
Mumbai,1.0,Parel Mumbai,150.0,33333.33,450.0,Resale
Mumbai,1.0,Ghatkopar East Mumbai,100.0,21276.6,470.0,Resale
Mumbai,2.0,Upper Govind Nagar Mumbai,235.0,19583.33,1200.0,Resale
Mumbai,2.0,Borivali West Mumbai,225.0,23076.92,975.0,Resale
Mumbai,1.0,Vasai Mumbai,245.23,38316.9,640.0,Resale
Mumbai,1.0,Bandra East Mumbai,245.23,76157.82,322.0,Resale
Mumbai,1.0,Kurla East Mumbai,245.23,55481.49,442.0,Resale
Mumbai,2.0,Kurla West Mumbai,215.0,28666.67,750.0,Resale
Mumbai,2.0,Kanjurmarg West Mumbai,127.0,26963.91,471.0,Resale
Mumbai,3.0,Prabhadevi Mumbai,495.0,22633.74,2187.0,Resale
Mumbai,1.0,Amit Apartments Off Veronica Road behind K c Hostel Bandra West 400 050 Mumbai,125.0,35714.29,350.0,Resale
Mumbai,1.0,Dahanukar Wadi Mumbai,245.23,90825.25,270.0,Resale
Mumbai,1.0,Malad East Mumbai,245.23,61307.04,400.0,New Property
Mumbai,2.0,Virar West Mumbai,245.23,41564.1,590.0,Resale
Mumbai,2.0,Jacob Circle Mumbai,215.0,33076.92,650.0,Resale
Mumbai,2.0,Hiranandani Gardens Mumbai,360.0,46332.05,777.0,Resale
Mumbai,3.0,Andheri West Mumbai,725.0,39189.19,1850.0,Resale
Mumbai,2.0,Kandivali West Mumbai,180.0,24291.5,741.0,Resale
Mumbai,1.0,Virar West Mumbai,245.23,57973.56,423.0,Resale
Mumbai,2.0,Dahisar East Mumbai,200.0,28169.01,710.0,Resale
Mumbai,2.0,Sector 9 Charkop Mumbai,190.0,25265.96,752.0,Resale
Mumbai,2.0,Mira Road Area Mumbai,245.23,40871.36,600.0,Resale
Mumbai,1.0,Nirmal Park Railway Colony Mumbai,185.0,44047.62,420.0,Resale
Mumbai,2.0,Jankalyan Nagar Mumbai,175.0,28225.81,620.0,Resale
Mumbai,3.0,Goregaon West Mumbai,375.0,31250.0,1200.0,Resale
Mumbai,1.0,Bhandup West Mumbai,100.0,15384.62,650.0,Resale
Mumbai,2.0,Virar West Mumbai,245.23,32697.09,750.0,Resale
Mumbai,2.0,Naigaon East Mumbai,245.23,33871.29,724.0,Resale
Mumbai,1.0,Navghar Mulund East Mumbai,245.23,61307.04,400.0,Resale
Mumbai,2.0,Bhayandar East Mumbai,245.23,42280.72,580.0,Resale
Mumbai,1.0,Vinay Nagar Mumbai,245.23,66277.88,370.0,Resale
Mumbai,2.0,Borivali West Mumbai,220.0,27500.0,800.0,Resale
Mumbai,1.0,Virar West Mumbai,245.23,61307.04,400.0,Resale
Mumbai,1.0,Mulund East Mumbai,120.0,20512.82,585.0,Resale
Mumbai,3.0,Bhandup West Mumbai,225.0,25951.56,867.0,Resale
Mumbai,2.0,Powai Mumbai,127.0,20751.63,612.0,Resale
Mumbai,1.0,Babhai Naka Mumbai,130.0,29885.06,435.0,Resale
Mumbai,1.0,Wadala East Mumbai,130.0,32500.0,400.0,Resale
Mumbai,2.0,Virar Mumbai,245.23,42063.15,583.0,Resale
Mumbai,1.0,Byculla Mumbai,143.0,31154.68,459.0,Resale
Mumbai,1.0,Virar West Mumbai,245.23,44586.94,550.0,Resale
Mumbai,3.0,Borivali East Mumbai,525.0,48928.24,1073.0,Resale
Mumbai,2.0,Colaba Mumbai,415.0,51875.0,800.0,Resale
Mumbai,1.0,Ghatkopar Mumbai,245.23,98091.27,250.0,Resale
Mumbai,3.0,Andheri East Mumbai,190.0,19000.0,1000.0,Resale
Mumbai,3.0,Andheri West Mumbai,300.0,30000.0,1000.0,Resale
Mumbai,2.0,Ulhasnagar Mumbai,245.23,29905.87,820.0,Resale
Mumbai,1.0,Naigaon East Mumbai,245.23,36710.8,668.0,Resale
Mumbai,1.0,Nala Sopara Mumbai,245.23,36601.22,670.0,Resale
Mumbai,3.0,Subhash Nagar Bhandup West Mumbai,270.0,25233.64,1070.0,Resale
Mumbai,3.0,Bandra West Mumbai,825.0,75000.0,1100.0,Resale
Mumbai,1.0,Vikhroli East Mumbai,245.23,62240.65,394.0,Resale
Mumbai,2.0,Mira Road Area Mumbai,245.23,28850.37,850.0,New Property
Mumbai,1.0,Mahim Mumbai,168.0,31111.11,540.0,Resale
Mumbai,1.0,Naigaon East Mumbai,245.23,62558.21,392.0,Resale
Mumbai,2.0,Mulund East Mumbai,175.0,21604.94,810.0,Resale
Mumbai,3.0,Bandra West Mumbai,650.0,46428.57,1400.0,Resale
Mumbai,1.0,Vikhroli East Mumbai,115.0,28750.0,400.0,Resale
Mumbai,1.0,Datar Colony Mumbai,245.23,53310.47,460.0,Resale
Mumbai,2.0,Vaishali Nagar Dahisar Mumbai,245.23,40069.96,612.0,Resale
Mumbai,2.0,Santacruz West Mumbai,460.0,51111.11,900.0,Resale
Mumbai,2.0,Nala Sopara Mumbai,245.23,25678.34,955.0,Resale
Mumbai,2.0,Bhayandar West Mumbai,245.23,24522.82,1000.0,Resale
Mumbai,1.0,Parel Mumbai,210.0,48275.86,435.0,Resale
Mumbai,4.0,PentMalad West Mumbai,500.0,24630.54,2030.0,Resale
Mumbai,4.0,Chembur Mumbai,750.0,41666.67,1800.0,Other
Mumbai,1.0,Kandivali West Mumbai,150.0,34642.03,433.0,Resale
Mumbai,1.0,Goregaon West Mumbai,245.23,35799.73,685.0,Resale
Mumbai,1.0,Naigaon East Mumbai,245.23,49045.63,500.0,Resale
Mumbai,4.0,Worli Mumbai,700.0,31818.18,2200.0,Resale
Mumbai,2.0,Worli Mumbai,249.0,31882.2,781.0,New Property
Mumbai,1.0,Kandivali East Mumbai,245.23,61002.03,402.0,New Property
Mumbai,3.0,Swami Samarth Nagar Mumbai,350.0,24137.93,1450.0,Resale
Mumbai,1.0,Kandivali West Mumbai,245.23,36876.42,665.0,Resale
Mumbai,1.0,Mazgaon Mumbai,149.0,32391.3,460.0,Resale
Mumbai,2.0,Santacruz East Mumbai,200.0,32000.0,625.0,Resale
Mumbai,1.0,Golden Nest Phase 1 Mumbai,245.23,37727.41,650.0,Resale
Mumbai,1.0,BMC Colony Malad West Mumbai,245.23,96546.52,254.0,Resale
Mumbai,1.0,Santosh Nagar Mumbai,245.23,90825.25,270.0,Resale
Mumbai,1.0,Kondivita Mumbai,245.23,55733.67,440.0,Resale
Mumbai,2.0,Jarimari Mumbai,245.23,204356.81,120.0,Resale
Mumbai,1.0,Goregaon West Mumbai,100.0,15873.02,630.0,Resale
Mumbai,3.0,Sikka Nagar Mumbai,245.23,18728.02,1309.42,Resale
Mumbai,1.0,Kamgaar Nagar Kurla Mumbai,245.23,76633.8,320.0,Resale
Mumbai,2.0,LIC Housing Colony Mumbai,245.23,35032.6,700.0,Resale
Mumbai,2.0,Sahakar Nagar Wadala Mumbai,245.23,35032.6,700.0,Resale
Mumbai,3.0,Mulund West Mumbai,280.0,20437.96,1370.0,Resale
Mumbai,1.0,Parel Mumbai,130.0,29953.92,434.0,Resale
Mumbai,1.0,Mahavir Nagar Kandivali West Mumbai,125.0,19171.78,652.0,Resale
Mumbai,2.0,Goregaon West Mumbai,230.0,21904.76,1050.0,Resale
Mumbai,3.0,Borivali East Mumbai,185.0,18500.0,1000.0,New Property
Mumbai,2.0,Yari Road Mumbai,180.0,24000.0,750.0,Resale
Mumbai,2.0,Kalbadevi Mumbai,245.23,40871.36,600.0,Resale
Mumbai,1.0,Chembur Mumbai,105.0,25000.0,420.0,Resale
Mumbai,1.0,Kandivali West Mumbai,110.0,15492.96,710.0,Resale
Mumbai,1.0,Goregaon East Mumbai,245.23,51089.2,480.0,Resale
Mumbai,1.0,Mulund East Mumbai,245.23,136237.87,180.0,Resale
Mumbai,3.0,Bhandup West Mumbai,250.0,23674.24,1056.0,Resale
Mumbai,1.0,2nd home project Mumbai,245.23,17516.3,1400.0,Resale
Mumbai,1.0,Kandivali East Mumbai,120.0,27906.98,430.0,Resale
Mumbai,1.0,Mira Road Area Mumbai,245.23,38925.11,630.0,Resale
Mumbai,3.0,Hiranandani Gardens Mumbai,500.0,34482.76,1450.0,Resale
Mumbai,3.0,Andheri West Mumbai,290.0,29000.0,1000.0,Resale
Mumbai,2.0,Narayan Nagar Mumbai,170.0,27868.85,610.0,Resale
Mumbai,2.0,Mira Road East Mumbai,140.0,16470.59,850.0,Resale
Mumbai,2.0,Dahisar East Mumbai,145.0,20714.29,700.0,Resale
Mumbai,1.0,Ashok Nagar Chunabhatti Mumbai,120.0,24000.0,500.0,Resale
Mumbai,2.0,Andheri East Mumbai,450.0,47368.42,950.0,Resale
Mumbai,1.0,Bhakti Park Mumbai,160.0,30188.68,530.0,Resale
Mumbai,3.0,Virar West Mumbai,245.23,18719.71,1310.0,Resale
Mumbai,1.0,Bhatwadi Ghatkopar West Mumbai,245.23,163485.44,150.0,Resale
Mumbai,1.0,Mogra Pada Mumbai,245.23,73202.44,335.0,Resale
Mumbai,1.0,Vaishali Nagar Jogeshwari West Mumbai,245.23,46710.13,525.0,Resale
Mumbai,2.0,Khira Nagar Mumbai,245.23,29724.63,825.0,Resale
Mumbai,1.0,BPT Colony Worli Mumbai,245.23,98091.27,250.0,Resale
Mumbai,1.0,Jogeshwari West Mumbai,245.23,63695.63,385.0,Resale
Mumbai,1.0,Virar West Mumbai,245.23,40201.34,610.0,Resale
Mumbai,1.0,Lower Parel Mumbai,170.0,25757.58,660.0,Resale
Mumbai,1.0,Nahur West Mumbai,245.23,61307.04,400.0,Resale
Mumbai,2.0,Santacruz East Mumbai,150.0,16666.67,900.0,Resale
Mumbai,3.0,Santacruz West Mumbai,650.0,44827.59,1450.0,Resale
Mumbai,2.0,Mahada Colony Andheri West Mumbai,245.23,43403.22,565.0,Resale
